51306288258,eba,264,230
51306298155,abd,154,165
51306307607,ecc,249,65
51306326962,ffe,12,165
51306329870,faa,34,39
51306350417,efb,69,140
51306357973,fbe,101,113
51306363226,cce,162,296
51306369730,afc,59,172
51306378408,fdd,237,14
51306384580,gdg,172,195
51306397753,abc,213,95
51306407172,dfd,170,126
51306412886,cba,126,107
51306416716,ddd,216,151
51306436865,bef,184,86
51306446421,def,54,216
51306481406,deb,252,145
51306488255,bed,165,21
51306488737,cfc,254,34
51306500415,cab,220,60
51306528338,eeg,87,311
51306533090,dgc,178,92
51306543035,aed,150,154
51306549619,dde,177,205
51306566406,aff,223,41
51306602624,fcb,21,118
51306605380,bgf,133,236
51306622843,gab,288,244
51306638236,fbd,196,13
51306647545,cac,83,63
51306684139,baf,76,148
51306698641,gff,246,36
51306698891,eeb,107,27
51306729411,bbf,269,159
51306735710,ead,33,17
51306738904,bfd,202,200
51306744753,baa,163,60
51306745727,ccd,38,263
51306748722,ecd,203,145
51306752108,bga,107,210
51306761359,beb,226,137
51306768201,bbc,56,85
51306776341,gcc,5,295
51306783428,bdb,12,299
51306796344,edb,264,47
51306798563,gde,245,288
51306800435,fcc,46,50
51306805874,ceg,197,43
51306837925,ega,292,180
51306844724,bga,157,226
51306850000,gdg,210,195
51306852105,cda,213,61
51306863762,daa,253,36
51306886448,cag,192,69
51306890274,fca,40,145
51306893474,fgb,2,186
51306903679,ddb,185,24
51306920808,ada,117,241
51307000844,cdd,208,77
51307003771,dbg,276,161
51307005593,faa,17,38
51307016037,bbc,126,91
51307017071,edd,290,65
51307027835,cge,77,215
51307103282,edc,284,38
51307105111,dgb,64,212
51307119236,ggd,265,138
51307133628,dce,135,82
51307192166,gbd,263,161
51307205069,ege,255,317
51307209425,dag,166,248
51307227496,eff,13,164
51307242158,dcg,283,238
51307242657,eac,141,32
51307301098,aeb,23,23
51307318281,bef,210,73
51307326036,dfg,165,50
51307328849,bce,242,23
51307347377,ecb,66,49
51307354660,fff,232,57
51307403254,ebe,135,209
51307429897,dca,215,24
51307448073,aeg,234,204
51307452394,ggb,189,35
51307452713,edb,292,48
51307466210,fdf,32,255
51307487854,fda,96,175
51307515721,eaf,283,202
51307521416,fge,214,296
51307543023,caf,24,145
51307550036,bag,111,105
51307638896,cfd,142,194
51307661685,abe,142,205
51307687211,adg,104,30
51307692006,faf,186,241
51307711455,gaa,183,254
51307727409,cec,207,115
51307730123,beg,58,128
51307733897,afg,211,55
51307742632,ebf,14,225
51307782515,afb,237,267
51307829876,eee,58,146
51307864516,fga,200,258
51307866057,deg,214,174
51307881994,cad,143,177
51307883732,agf,193,262
51307885299,gdc,298,178
51307888517,gbe,172,122
51307927140,age,149,193
51307928959,ade,105,209
51307938488,afd,283,230
51307939976,dac,251,198
51307948350,ebd,77,228
51307956943,cbd,88,20
51307980129,geb,164,66
51308032279,ffd,13,74
51308036005,gac,272,72
51308046266,fee,270,162
51308059447,dga,63,252
51308063846,cfa,135,233
51308076493,dab,293,105
51308079569,edg,156,220
51308086408,gfa,178,253
51308094585,bde,117,165
51308094850,bfa,213,63
51308105741,ggf,173,159
51308115809,dbb,77,23
51308120200,eda,47,287
51308129652,cfe,106,14
51308130586,gaa,27,210
51308134937,egg,127,119
51308141697,fce,144,35
51308174191,acb,26,368
51308177827,edb,222,41
51308185849,feg,199,190
51308202212,cgd,285,79
51308202360,bec,151,214
51308212388,efc,42,210
51308226604,egf,28,180
51308231727,cff,13,93
51308233281,adc,231,72
51308279527,dbg,66,135
51308279662,ccd,121,218
51308324079,egc,237,26
51308327094,ebg,88,218
51308342567,aae,48,273
51308344895,ffc,158,135
51308356159,abb,249,185
51308357023,dgg,160,126
51308375620,efg,297,152
51308397566,edf,163,127
51308398845,aab,76,230
51308414597,aef,109,196
51308415837,ffe,54,191
51308419306,ggc,178,285
51308431499,cbc,150,67
51308437071,aag,184,37
51308437591,cfg,238,188
51308479524,aad,285,260
51308484813,eea,130,65
51308512358,dea,26,56
51308541056,cfb,111,209
51308550750,fcc,186,43
51308553531,efe,225,289
51308577363,dfc,124,263
51308588065,ddd,278,132
51308605303,fcd,295,134
51308628256,aaf,86,216
51308639694,dcc,295,106
51308645434,bbg,181,54
51308654582,bba,18,110
51308674787,fac,212,214
51308674838,adb,62,240
51308677328,cgg,80,211
51308680145,eab,14,18
51308686942,cde,164,29
51308717035,ced,84,148
51308720715,gba,217,33
51308724603,afd,128,216
51308725629,daf,222,11
51308753672,acf,96,241
51308756547,fbc,11,166
51308768490,bbb,37,176
51308819414,cbe,11,185
51308826869,efa,77,102
51308836447,egf,182,176
51308863228,gcf,279,33
51308880229,gae,11,25
51308892778,eag,245,226
51308897711,aac,24,248
51308900496,ggf,62,144
51308907883,fcf,150,181
51308911917,cga,276,241
51308931947,ccd,129,196
51308969761,cdc,111,224
51308975068,fab,155,278
51309006181,bcc,75,258
51309007183,fec,139,208
51309040737,dce,86,81
51309044217,fbf,283,20
51309057091,dfe,104,130
51309064132,dgg,241,148
51309071903,fcb,151,120
51309080657,gge,235,267
51309081866,ebf,189,254
51309084581,cac,277,66
51309086650,gcb,256,285
51309111535,gca,73,87
51309119106,fag,101,140
51309121997,dbc,149,195
51309124280,dbf,177,183
51309128066,aeg,223,242
51309132540,afa,215,16
51309144116,gag,283,255
51309156641,feb,146,199
51309156870,cef,191,45
51309160721,ece,130,172
51309164040,dae,238,257
51309164464,gfd,249,231
51309165281,bfa,110,52
51309171375,ddg,14,5
51309180870,dff,192,79
51309192852,cee,80,7
51309203371,ceb,3,175
51309208533,ged,34,292
51309218412,gfa,196,212
51309246593,gde,25,259
51309257618,add,173,253
51309275138,bdd,77,122
51309285719,bbb,105,158
51309285995,aee,297,250
51309288525,agb,132,229
51309298002,dgg,21,127
51309300436,aec,21,95
51309302727,bfb,158,210
51309306390,fbb,89,120
51309316378,ecb,184,44
51309320387,gfc,188,124
51309337568,caa,16,269
51309341664,dbc,201,157
51309348770,bea,96,99
51309357179,afc,284,182
51309374506,dab,89,106
51309414857,cca,274,72
51309415299,cdf,276,218
51309422265,egd,270,189
51309438579,fea,135,140
51309452353,fgd,70,131
51309470345,gdf,8,129
51309505412,ebe,143,190
51309509138,faf,198,262
51309516863,aea,139,30
51309518317,gbb,126,269
51309526987,bae,43,259
51309529794,dee,164,142
51309535919,bfe,153,95
51309540339,cbf,114,127
51309545627,bbe,198,248
51309548182,gga,167,81
51309548526,bcb,244,185
51309550785,gcf,130,28
51309553534,egf,173,195
51309556368,afe,267,41
51309594429,fba,45,209
51309602676,gce,129,244
51309602755,bed,136,19
51309606164,egb,257,204
51309612867,cae,206,122
51309615118,aaa,205,175
51309634406,bcf,168,10
51309634866,eab,39,20
51309636041,fef,239,30
51309637665,aaa,46,196
51309640913,dcb,267,213
51309645040,acd,107,170
51309653187,cdf,7,226
51309662648,bff,26,5
51309691270,fea,267,126
51309692742,bgc,43,235
51309697051,dge,22,151
51309707041,fbe,157,102
51309723304,ace,234,190
51309725039,cfc,75,37
51309735506,dad,199,167
51309737159,cbg,18,207
51309738529,fbb,13,109
51309740315,acc,116,19
51309765245,fad,126,106
51309775545,deg,36,163
51309787909,cdg,233,239
51309837243,ccg,119,93
51309840894,def,112,213
51309859545,cea,53,40
51309876642,bfc,77,189
51309919234,dba,198,214
51309927465,dbc,70,164
51309963287,ace,10,172
51309981725,fgf,138,167
51309999801,abg,159,162
51310013031,daa,198,39
51310022403,eed,121,262
51310073179,ebb,88,118
51310073414,aff,187,40
51310150296,ggc,4,247
51310169432,bee,27,125
51310172979,gcd,197,40
51310187869,egg,234,123
51310227224,dcb,73,236
51310242563,ebg,16,220
51310285366,adc,149,82
51310294781,cfb,192,196
51310297275,dbb,181,19
51310330449,gfb,102,239
51310336742,cbb,51,242
51310336940,eag,204,262
51310373216,fbc,181,194
51310424745,bgb,197,213
51310429011,dde,105,227
51310466161,eca,74,47
51310480742,fbg,232,243
51310491652,ecg,38,252
51310492599,bcb,115,185
51310503409,gcc,44,336
51310554764,deb,280,146
51310556524,dea,196,58
51310641825,bgg,196,117
51310731407,fca,40,142
51310748128,ffa,190,222
51310763074,bed,28,17
51310765314,cgd,234,73
51310766384,bad,232,221
51310796995,gfa,244,197
51310812731,cgc,282,173
51310829794,dgf,115,200
51310837772,dfb,145,17
51310845279,bdc,205,178
51310845696,abf,102,76
51310876653,aad,100,291
51310881599,efa,66,116
51310891695,aaf,60,207
51310943034,fdb,232,136
51310944302,fbc,154,164
51310954051,ddb,128,19
51310960929,fdf,270,239
51310980703,cfb,157,213
51310983552,dec,30,134
51310999464,ecd,146,155
51311009684,gef,54,306
51311023705,fbc,136,131
51311035873,eae,21,132
51311039174,ddd,108,122
51311041641,gbg,226,211
51311066579,eec,70,40
51311066993,geg,76,179
51311095048,ccf,236,183
51311114286,fbg,299,206
51311190100,fgb,138,165
51311204681,efb,136,137
51311233541,fcf,239,215
51311234227,cdb,133,106
51311242577,dcg,254,209
51311252922,gfg,60,235
51311256708,cge,151,182
51311263080,ccc,178,115
51311263951,afg,201,46
51311265968,eee,92,135
51311272382,eed,38,251
51311290830,eeg,122,363
51311306441,eef,72,109
51311322878,agc,147,57
51311353319,ddg,237,5
51311367174,eaf,37,210
51311369036,bac,93,170
51311373309,bab,246,20
51311407292,fgd,216,132
51311413737,ccg,2,87
51311424161,fed,155,227
51311452071,gea,56,176
51311453590,aba,44,243
51311463187,gag,183,229
51311489188,ebd,122,241
51311500885,gdb,216,110
51311501451,cbb,48,285
51311506440,fgc,77,150
51311513715,geg,25,211
51311536700,agg,274,128
51311542592,gdg,10,161
51311548275,bed,35,17
51311591520,bfg,125,184
51311598223,bda,9,259
51311615711,dag,194,210
51311623371,gaf,100,160
51311626848,ccf,260,195
51311627938,ggg,64,81
51311628183,efd,209,75
51311633778,dcf,128,250
51311659048,dda,62,178
51311659823,cad,59,171
51311701527,edc,187,44
51311704137,acd,138,163
51311704837,eba,177,209
51311837062,fgg,191,176
51311838490,dbe,242,155
51311864540,ded,118,106
51311865961,cdc,281,224
51311873168,eac,58,32
51311883618,gbc,31,136
51311889557,bdb,246,337
51311900759,egc,265,24
51311915754,gbf,43,76
51311917867,gff,76,33
51311924343,ede,174,88
51311938209,ffe,22,210
51311969414,baf,97,139
51311997214,cca,94,58
51311997983,cee,284,7
51312010402,bed,285,16
51312017784,aef,171,199
51312058013,fae,269,84
51312074898,fga,170,206
51312076875,acf,278,209
51312095772,gef,145,257
51312109807,bba,222,116
51312118716,fca,164,122
51312210250,cab,182,62
51312218523,gdg,48,149
51312265299,abb,78,186
51312272943,gbd,275,151
51312285110,bed,95,18
51312289757,faa,145,31
51312295591,ebc,227,255
51312298634,bcg,27,150
51312315435,bcd,91,147
51312325019,deb,159,159
51312344585,fag,174,124
51312359418,gda,196,87
51312369371,cfb,74,198
51312382199,adb,246,204
51312404599,ddc,228,322
51312448700,cca,106,53
51312454694,cfc,128,31
51312510004,gfa,55,212
51312514040,agf,262,225
51312520477,eef,193,118
51312547269,cfg,219,182
51312566788,eda,71,335
51312572450,daf,33,13
51312574864,fdg,138,222
51312576741,fcg,156,132
51312584233,ead,221,16
51312603478,bfb,226,197
51312605602,dgb,141,205
51312607272,eba,11,167
51312650084,cgb,142,239
51312669485,cab,92,54
51312679154,dfe,231,104
51312685066,fee,186,186
51312691599,def,258,183
51312722913,fgc,58,120
51312730524,faf,114,235
51312738977,fab,36,269
51312751957,ecf,282,154
51312757329,dgd,1,171
51312757828,dcf,246,217
51312762828,aag,299,35
51312763264,bde,150,188
51312765923,adg,299,24
51312790064,bfe,51,82
51312795802,adc,145,82
51312805171,bbf,116,141
51312824055,aef,143,226
51312829260,cgc,296,169
51312834849,fac,39,248
51312845941,ccb,183,298
51312858064,cfg,127,174
51312862652,eaa,36,47
51312869855,aga,2,222
51312898295,dce,233,74
51312934078,daf,191,10
51312960469,aca,225,197
51312971414,bbe,114,208
51312972352,fea,15,128
51312984297,dac,26,219
51312997105,eeb,297,29
51313014217,ddf,278,154
51313028992,dfc,54,236
51313034307,eea,67,72
51313034502,bgc,247,202
51313049431,eea,126,79
51313068745,ffb,17,240
51313072198,fgb,32,151
51313085645,gdd,164,125
51313102664,feg,186,209
51313143230,fdc,132,124
51313152892,cge,243,198
51313165954,agd,287,10
51313175216,fdg,196,235
51313186904,dba,147,205
51313187276,gec,137,222
51313188845,cbd,18,22
51313227188,dcd,182,42
51313265356,afd,71,250
51313265929,ccf,196,200
51313288429,fcb,266,135
51313296295,bdf,2,143
51313314090,aba,188,260
51313314818,dbd,246,71
51313346550,dfd,147,134
51313381312,eab,197,17
51313388384,dcf,165,206
51313400728,cff,278,99
51313429112,aba,138,223
51313432325,cdb,267,90
51313471273,aee,295,285
51313490885,baf,227,137
51313491818,bff,208,5
51313495393,fde,63,250
51313516547,fdb,44,155
51313523071,acb,254,349
51313534799,bag,262,103
51313538355,fea,79,142
51313565955,cab,162,50
51313620028,dbc,75,175
51313675771,ecb,12,46
51313675924,gbg,17,213
51313680425,gad,184,70
51313680862,eea,213,71
51313683869,ggb,66,38
51313712452,ebb,215,126
51313728499,adf,11,144
51313737355,gcg,112,166
51313764214,egg,166,119
51313778880,gfe,43,189
51313780147,ecc,246,66
51313799925,fcb,190,121
51313888275,ddb,130,18
51313918374,bde,87,156
51313983195,dfe,172,83
51313984578,eff,137,142
51313985624,fcd,110,117
51314018520,ceg,204,49
51314040443,dgf,122,231
51314041905,bfa,277,51
51314069931,gda,192,74
51314080831,fga,23,187
51314086183,egd,91,215
51314114814,cgf,268,212
51314115726,fdg,251,263
51314116803,agd,14,10
51314137974,bgd,171,175
51314138889,cce,84,334
51314146613,cea,35,38
51314147520,efd,5,63
51314148645,fbd,19,13
51314149675,fda,113,157
51314158282,cga,272,231
51314173156,dec,20,150
51314176066,faa,139,33
51314179523,geg,294,185
51314190658,baa,61,70
51314194495,efc,213,235
51314201144,cbe,58,149
51314219577,cde,57,32
51314268136,daa,14,44
51314270285,dfa,257,64
51314304650,gab,294,239
51314306316,cag,48,70
51314360178,bge,289,254
51314374337,fdd,75,16
51314395714,ade,131,227
51314399549,dfg,120,48
51314409349,agc,148,67
51314414964,dae,60,285
51314422348,egd,72,212
51314444976,bbd,210,290
51314460122,faa,11,32
51314493328,bga,185,214
51314501693,eea,4,84
51314506018,aae,52,267
51314525954,dea,143,49
51314537034,adb,166,242
51314537917,dbc,208,155
51314552815,fed,134,183
51314559576,ffb,7,271
51314585717,efe,270,262
51314598505,bfe,8,82
51314650316,bdg,289,221
51314668906,aee,61,262
51314675849,ebd,221,274
51314677161,gcb,145,273
51314708778,acg,63,11
51314803119,cfa,61,267
51314809053,gaf,65,163
51314810882,cfd,96,199
51314824957,dgg,166,101
51314843261,bbf,147,159
51314846969,bga,221,203
51314865678,daf,149,8
51314872248,cec,276,132
51314874454,acg,241,9
51314875106,ebe,191,207
51314883335,bbc,219,94
51314886489,cdd,53,87
51314937353,fgd,131,133
51314968873,acg,284,7
51314983153,edg,297,242
51314984616,bff,86,5
51314990940,ceb,226,143
51314996677,dda,24,163
51315005817,ebd,154,290
51315009412,bfd,265,160
51315010998,caa,9,293
51315014425,cbc,80,69
51315020375,adb,29,217
51315053365,dgc,22,79
51315057975,fba,204,181
51315107631,add,67,268
51315120307,efa,76,134
51315148322,bdd,21,104
51315149221,cac,276,58
51315156498,eeb,201,27
51315162327,beb,141,115
51315171537,dfd,11,158
51315183360,gbb,227,231
51315201355,gee,214,199
51315221741,cba,41,125
51315235981,dff,38,75
51315255407,fda,218,182
51315269710,dfc,121,212
51315270614,bba,277,132
51315272171,bac,94,161
51315276812,ffc,155,159
51315277302,dab,107,91
51315322714,efg,68,158
51315340115,dde,134,236
51315373213,bgf,136,207
51315391540,aad,290,238
51315397033,fae,93,99
51315410707,edd,298,52
51315433155,abd,81,191
51315454075,abg,183,173
51315455586,dbg,78,117
51315456719,ebd,246,258
51315459331,ggd,80,128
51315481249,gaf,262,153
51315489567,cdb,162,79
51315508187,fff,75,53
51315533410,ffg,105,181
51315562615,baf,164,134
51315582944,bcc,36,273
51315605134,bca,210,7
51315617166,aba,105,265
51315624747,dgf,218,254
51315630961,baf,108,117
51315658212,cef,250,53
51315692285,gdg,108,153
51315694440,bfb,257,212
51315699872,abf,248,63
51315763261,fec,254,197
51315764471,gge,118,315
51315764531,cdg,91,193
51315771586,fce,90,37
51315781794,edb,123,34
51315799037,fcb,67,99
51315817930,bac,138,178
51315826291,gdf,29,114
51315839375,cba,123,116
51315875159,deg,182,145
51315887277,gdc,50,156
51315899905,deb,248,146
51315921376,bcf,138,11
51315939936,abc,61,91
51315950662,caf,268,143
51315954117,ada,157,209
51315959009,bbb,70,150
51315960718,dca,7,27
51315983197,age,189,164
51315984266,fbb,271,124
51315995493,gae,163,24
51316009965,cda,41,63
51316022286,ggf,51,169
51316024964,geb,158,68
51316025416,gac,297,71
51316027989,fga,189,162
51316033819,dfc,195,199
51316037664,ega,88,178
51316056723,bgg,206,104
51316070509,cgg,49,251
51316080914,fgf,126,180
51316081093,ebg,196,235
51316089633,aca,113,185
51316098662,dge,73,178
51316102833,fba,149,157
51316103018,gfc,105,136
51316104585,geg,177,148
51316160825,aed,229,129
51316190925,cfe,142,15
51316191076,fge,266,266
51316194677,fag,228,124
51316209460,fbe,287,119
51316245986,gga,142,65
51316266944,fgd,160,125
51316269901,afb,149,317
51316301655,cdd,220,99
51316312883,cad,192,181
51316327730,abd,221,181
51316333087,bef,75,86
51316362086,cef,180,50
51316396677,bae,35,264
51316400455,cbc,39,57
51316412575,ccb,115,312
51316412820,eca,52,38
51316414308,bee,109,108
51316421523,feb,203,234
51316433612,beg,22,144
51316458242,gcc,58,362
51316460550,bgd,292,169
51316474728,cdf,61,196
51316480146,bea,118,79
51316484531,eed,97,205
51316531054,gda,68,85
51316533734,aeb,281,23
51316534246,geb,73,69
51316544964,ebc,68,221
51316557830,fbc,71,110
51316575536,cbc,154,51
51316576667,fbe,107,105
51316585645,efg,294,142
51316598469,fef,127,29
51316650987,dad,111,138
51316662473,cbb,288,230
51316689282,gde,74,220
51316710761,cgd,280,75
51316719932,gcf,126,23
51316762223,ffd,124,74
51316777515,fcc,158,41
51316781494,dee,182,139
51316786369,ege,236,323
51316796676,cbf,266,134
51316814464,abe,213,184
51316843774,cfg,240,147
51316867138,bce,234,20
51316879009,agg,88,133
51316895067,cfe,1,14
51316905454,gfe,76,173
51316959235,dga,49,234
51316959654,adf,33,162
51316980049,ecg,295,279
51316991942,gbd,110,178
51317032599,fce,105,29
51317034033,efc,151,265
51317042071,ddg,274,5
51317046430,gbg,177,238
51317064090,ede,149,85
51317069786,afc,57,189
51317070708,cfc,54,35
51317124657,cae,26,112
51317127648,gea,28,142
51317151208,aeg,275,249
51317205222,adb,86,208
51317216014,deg,22,142
51317217095,fbc,11,118
51317285961,afb,298,285
51317292437,gba,179,39
51317305484,ecf,236,141
51317307423,ccc,226,132
51317311492,ccd,171,229
51317343961,gce,209,280
51317356284,ecd,9,184
51317360617,gaa,134,218
51317374768,bce,83,17
51317387658,gcc,270,325
51317394871,cag,154,74
51317412521,agd,100,11
51317413856,eee,130,139
51317421217,bgb,152,253
51317423180,fad,123,97
51317423947,faa,287,34
51317435910,dcf,38,224
51317474917,adf,236,189
51317475139,def,98,162
51317496852,deg,221,168
51317509407,agb,170,217
51317511679,ddb,221,21
51317523059,ead,39,14
51317526538,bbc,27,98
51317529784,dbc,157,161
51317532003,cde,183,33
51317534767,aab,69,184
51317551145,dfg,57,42
51317566161,gee,225,222
51317596404,edf,212,137
51317600246,bbg,59,54
51317600311,gbe,182,137
51317608734,gbd,283,201
51317609385,bfc,3,164
51317617745,aaf,5,219
51317667901,cgg,26,218
51317693031,ebf,59,256
51317712654,ece,26,192
51317718985,dcg,48,204
51317754146,aaa,120,231
51317769058,ggg,164,81
51317771190,bec,17,201
51317796903,bcg,153,151
51317807259,aef,148,189
51317814019,gca,251,95
51317822155,aea,31,29
51317824732,aac,296,245
51317826762,afa,103,15
